Y Venugopal Rao:Rajiv Gandhi International Stadium, Uppal:54:1:1.0
S Ladda:Nehru Stadium:48:0:1.0
RG More:Rajiv Gandhi International Stadium, Uppal:96:0:1.0
T Thushara:MA Chidambaram Stadium, Chepauk:114:6:1.0
V Sehwag:Eden Gardens:72:1:1.0
J Botha:Sawai Mansingh Stadium:72:1:1.0
Shivam Sharma:Feroz Shah Kotla:96:1:1.0
BE Hendricks:Feroz Shah Kotla:114:1:1.0
TA Boult:Wankhede Stadium:114:1:1.0
JA Morkel:Eden Gardens:114:1:1.0
IC Pandey:Brabourne Stadium:84:4:1.0
TL Suman:New Wanderers Stadium:102:0:1.0
JDP Oram:De Beers Diamond Oval:36:0:1.0
AB McDonald:Punjab Cricket Association Stadium, Mohali:84:-1:1.0
MJ McClenaghan:Feroz Shah Kotla:108:-1:1.0
KP Appanna:Vidarbha Cricket Association Stadium, Jamtha:96:4:1.0
MJ Clarke:Subrata Roy Sahara Stadium:66:1:1.0
NM Coulter-Nile:Himachal Pradesh Cricket Association Stadium:90:4:1.0
BA Bhatt:Feroz Shah Kotla:90:0:1.0
CH Morris:Eden Gardens:120:0:1.0
AR Patel:Feroz Shah Kotla:120:1:1.0
RJ Harris:Brabourne Stadium:120:-1:1.0
DJ Bravo:Eden Gardens:60:6:1.0
GD McGrath:Eden Gardens:114:1:1.0
Azhar Mahmood:Brabourne Stadium:102:0:1.0
V Shankar:JSCA International Stadium Complex:60:6:1.0
A Chandila:Sawai Mansingh Stadium:30:0:1.0
S Nadeem:Feroz Shah Kotla:90:0:1.0
P Parameswaran:Holkar Cricket Stadium:111:-1:1.0
Parvez Rasool:Rajiv Gandhi International Stadium, Uppal:78:1:1.0
GJ Maxwell:Himachal Pradesh Cricket Association Stadium:78:1:1.0
AA Jhunjhunwala:Sardar Patel Stadium, Motera:12:6:1.0
B Kumar:Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium:120:4:1.0
YA Abdulla:Kingsmead:120:2:1.0
LR Shukla:Sharjah Cricket Stadium:78:0:1.0
KW Richardson:M Chinnaswamy Stadium:114:-1:1.0
Iqbal Abdulla:Eden Gardens:96:1:1.0
AG Murtaza:M Chinnaswamy Stadium:96:6:1.0
RJ Peterson:Wankhede Stadium:84:6:1.0
PC Valthaty:Rajiv Gandhi International Stadium, Uppal:114:-1:1.0
R Vinay Kumar:Feroz Shah Kotla:102:1:1.0
SR Watson:Rajiv Gandhi International Stadium, Uppal:96:6:1.0
SK Warne:Sawai Mansingh Stadium:96:0:1.0
UT Yadav:Feroz Shah Kotla:90:1:1.0
BAW Mendis:St George's Park:108:1:1.0
Umar Gul:Punjab Cricket Association Stadium, Mohali:114:0:1.0
A Symonds:Brabourne Stadium:96:6:1.0
RS Bopara:Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium:90:6:1.0
RP Singh:Nehru Stadium:114:4:1.0
B Geeves:Feroz Shah Kotla:96:2:1.0
MC Henriques:Feroz Shah Kotla:102:0:1.0
R Rampaul:M Chinnaswamy Stadium:114:2:1.0
Kamran Khan:M Chinnaswamy Stadium:72:1:1.0
SB Styris:Feroz Shah Kotla:90:0:1.0
PJ Sangwan:Eden Gardens:96:1:1.0
RN ten Doeschate:Barabati Stadium:72:1:1.0
SJ Srivastava:Eden Gardens:120:4:1.0
NLTC Perera:Nehru Stadium:120:0:1.0
JJ van der Wath:MA Chidambaram Stadium, Chepauk:120:-1:1.0
P Awana:Feroz Shah Kotla:114:4:1.0
JM Kemp:MA Chidambaram Stadium, Chepauk:120:1:1.0
LA Carseldine:SuperSport Park:36:0:1.0
Yuvraj Singh:Dr DY Patil Sports Academy:60:2:1.0
AUK Pathan:Nehru Stadium:90:4:1.0
JD Ryder:Dr DY Patil Sports Academy:102:-1:1.0
AD Russell:Brabourne Stadium:90:1:1.0
RS Gavaskar:Eden Gardens:96:0:1.0
B Lee:Eden Gardens:108:1:1.0
I Sharma:Feroz Shah Kotla:18:-1:1.0
S Randiv:MA Chidambaram Stadium, Chepauk:96:1:1.0
DP Nannes:Nehru Stadium:114:0:1.0
Bipul Sharma:Eden Gardens:84:2:1.0
JP Faulkner:Rajiv Gandhi International Stadium, Uppal:114:-1:1.0
AJ Finch:M Chinnaswamy Stadium:48:6:1.0
RR Bose:Kingsmead:18:4:1.0
PP Ojha:Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium:96:0:1.0
TM Dilshan:Nehru Stadium:102:2:1.0
PM Sarvesh Kumar:Feroz Shah Kotla:78:1:1.0
KA Pollard:Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium:120:-1:1.0
NL McCullum:MA Chidambaram Stadium, Chepauk:18:1:1.0
Karanveer Singh:Punjab Cricket Association Stadium, Mohali:90:1:1.0
M Ntini:MA Chidambaram Stadium, Chepauk:108:4:1.0
JH Kallis:Feroz Shah Kotla:114:0:1.0
MS Gony:MA Chidambaram Stadium, Chepauk:84:1:1.0
MM Patel:Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium:108:-1:1.0
DE Bollinger:MA Chidambaram Stadium, Chepauk:120:1:1.0
LRPL Taylor:St George's Park:84:2:1.0
A Flintoff:Kingsmead:114:1:1.0
GB Hogg:Wankhede Stadium:90:1:1.0
K Upadhyay:Subrata Roy Sahara Stadium:90:1:1.0
AC Thomas:Dr DY Patil Sports Academy:114:1:1.0
S Sreesanth:Nehru Stadium:96:1:1.0
SP Narine:Feroz Shah Kotla:120:6:1.0
RV Gomez:Nehru Stadium:60:0:1.0
Ankit Sharma:Rajiv Gandhi International Stadium, Uppal:66:0:1.0
Mohammad Asif:Dr DY Patil Sports Academy:114:6:1.0
AL Menaria:Sawai Mansingh Stadium:12:0:1.0
JJ Bumrah:Feroz Shah Kotla:120:1:1.0
MR Marsh:Subrata Roy Sahara Stadium:84:-1:1.0
C Ganapathy:MA Chidambaram Stadium, Chepauk:60:6:1.0
Imran Tahir:Eden Gardens:114:-1:1.0
P Negi:Sawai Mansingh Stadium:78:-1:1.0
DJ Harris:Rajiv Gandhi International Stadium, Uppal:108:1:1.0
V Kohli:Nehru Stadium:84:4:1.0
Z Khan:Nehru Stadium:120:4:1.0
T Henderson:Newlands:114:0:1.0
SB Jakati:De Beers Diamond Oval:108:2:1.0
YS Chahal:M Chinnaswamy Stadium:84:1:1.0
J Suchith:Wankhede Stadium:102:2:1.0
J Yadav:Shaheed Veer Narayan Singh International Stadium:72:0:1.0
DS Kulkarni:Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium:48:0:1.0
SE Bond:Eden Gardens:114:0:1.0
Pankaj Singh:Sawai Mansingh Stadium:42:2:1.0
R Sathish:MA Chidambaram Stadium, Chepauk:102:6:1.0
Shakib Al Hasan:Feroz Shah Kotla:72:0:1.0
M Morkel:Brabourne Stadium:114:1:1.0
SL Malinga:Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium:114:2:1.0
MG Johnson:Sharjah Cricket Stadium:114:0:1.0
A Kumble:Eden Gardens:66:1:1.0
WA Mota:OUTsurance Oval:96:1:1.0
ST Jayasuriya:Dr DY Patil Sports Academy:60:0:1.0
SB Joshi:M Chinnaswamy Stadium:84:2:1.0
FH Edwards:Newlands:114:1:1.0
M Muralitharan:MA Chidambaram Stadium, Chepauk:90:1:1.0
J Theron:Rajiv Gandhi International Stadium, Uppal:114:1:1.0
R Dhawan:Feroz Shah Kotla:90:1:1.0
SW Tait:Sardar Patel Stadium, Motera:120:0:1.0
AB Dinda:Feroz Shah Kotla:120:4:1.0
A Nehra:Dr DY Patil Sports Academy:96:0:1.0
SD Chitnis:Wankhede Stadium:102:0:1.0
R Ashwin:Eden Gardens:102:1:1.0
SA Abbott:Eden Gardens:90:4:1.0
KP Pietersen:Feroz Shah Kotla:42:1:1.0
S Aravind:M Chinnaswamy Stadium:114:1:1.0
JEC Franklin:Wankhede Stadium:72:1:1.0
B Laughlin:Wankhede Stadium:120:2:1.0
MM Sharma:Eden Gardens:54:0:1.0
CL White:M Chinnaswamy Stadium:90:6:1.0
Y Nagar:Feroz Shah Kotla:60:4:1.0
YK Pathan:Eden Gardens:84:4:1.0
DL Vettori:Nehru Stadium:96:0:1.0
SA Yadav:Feroz Shah Kotla:6:1:1.0
WPUJC Vaas:Dr DY Patil Sports Academy:102:1:1.0
MA Starc:M Chinnaswamy Stadium:120:4:1.0
BJ Hodge:Rajiv Gandhi International Stadium, Uppal:6:1:1.0
DP Vijaykumar:Rajiv Gandhi International Stadium, Uppal:114:1:1.0
